date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:56:45	140335/140335	---M--	200	added ('OK')	image/jpeg	etag:%222242f-61255b4dea536%22	https://www.residentevil.com/village/assets/images/character_img-moreau.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_img-moreau.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:46	11210/11210	---M-Z	200	added ('OK')	text/html	etag:%222bca-61255b4e2568b-gzip%22	https://www.residentevil.com/village/en-asia/locations/village.html	E:/Httracks/FYP/www.residentevil.com/village/en-asia/locations/village.html	(from https://www.residentevil.com/village/en-asia/)
02:56:46	179287/179287	---M--	200	added ('OK')	image/jpeg	etag:%222bc57-61255b4de9596%22	https://www.residentevil.com/village/assets/images/character_img-heisenberg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_img-heisenberg.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:47	9407/9407	---M-Z	200	added ('OK')	text/html	etag:%2224bf-61255b4e2568b-gzip%22	https://www.residentevil.com/village/en-asia/locations/settlement.html	E:/Httracks/FYP/www.residentevil.com/village/en-asia/locations/settlement.html	(from https://www.residentevil.com/village/en-asia/)
02:56:48	8501/8501	---M-Z	200	added ('OK')	text/html	etag:%222135-61255b4e2568b-gzip%22	https://www.residentevil.com/village/en-asia/locations/castle.html	E:/Httracks/FYP/www.residentevil.com/village/en-asia/locations/castle.html	(from https://www.residentevil.com/village/en-asia/)
02:56:48	48019/48019	---M--	200	added ('OK')	image/jpeg	etag:%22bb93-61255b4dffcf8%22	https://www.residentevil.com/village/assets/images/locations_img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations_img01.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:48	22226/22226	---M--	200	added ('OK')	image/jpeg	etag:%2256d2-61255b4dffcf8%22	https://www.residentevil.com/village/assets/images/locations_img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations_img02.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:49	47432/47432	---M--	200	added ('OK')	image/jpeg	etag:%22b948-61255b4df2237%22	https://www.residentevil.com/village/assets/images/gameplay_img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img01.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:50	74084/74084	---M--	200	added ('OK')	image/jpeg	etag:%2212164-61255b4df261f%22	https://www.residentevil.com/village/assets/images/gameplay_img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img02.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:51	81655/81655	---M--	200	added ('OK')	image/jpeg	etag:%2213ef7-61255b4df261f%22	https://www.residentevil.com/village/assets/images/gameplay_img03.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img03.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:51	39854/39854	---M--	200	added ('OK')	image/jpeg	etag:%229bae-61255b4df2a07%22	https://www.residentevil.com/village/assets/images/gameplay_img05.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img05.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:52	34918/34918	---M--	200	added ('OK')	image/jpeg	etag:%228866-61255b4df2a07%22	https://www.residentevil.com/village/assets/images/gameplay_img06.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img06.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:53	83047/83047	---M--	200	added ('OK')	image/jpeg	etag:%2214467-61255b4e04348%22	https://www.residentevil.com/village/assets/images/mercenaries_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/mercenaries_bg.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:53	114237/114237	---M--	200	added ('OK')	image/jpeg	etag:%221be3d-61255b4df2a07%22	https://www.residentevil.com/village/assets/images/gameplay_img04.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/gameplay_img04.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:53	9294/9294	---M-Z	200	added ('OK')	text/html	etag:%22244e-61255b4e2568b-gzip%22	https://www.residentevil.com/village/en-asia/mercenaries/	E:/Httracks/FYP/www.residentevil.com/village/en-asia/mercenaries/index.html	(from https://www.residentevil.com/village/en-asia/)
02:56:54	205724/205724	---M--	200	added ('OK')	image/jpeg	etag:%223239c-61255b4df31d7%22	https://www.residentevil.com/village/assets/images/ge_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/ge_bg.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:55	303020/303020	---M--	200	added ('OK')	image/png	etag:%2249fac-61255b4e20482%22	https://www.residentevil.com/village/assets/images/village_img-cn.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/village_img-cn.png	(from https://www.residentevil.com/village/en-asia/)
02:56:56	1782/1782	---M--	200	added ('OK')	image/png	etag:%226f6-61255b4def73f%22	https://www.residentevil.com/village/assets/images/common/ps5_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/ps5_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:56	104358/104358	---M-Z	200	added ('OK')	text/html	etag:%22197a6-61255b4e25a73-gzip%22	https://www.residentevil.com/village/en-asia/product/	E:/Httracks/FYP/www.residentevil.com/village/en-asia/product/index.html	(from https://www.residentevil.com/village/en-asia/)
02:56:56	210544/210544	---M--	200	added ('OK')	image/jpeg	etag:%2233670-61255b4e20c52%22	https://www.residentevil.com/village/assets/images/vrmode_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/vrmode_bg.jpg	(from https://www.residentevil.com/village/en-asia/)
02:56:56	2071/2071	---M--	200	added ('OK')	image/png	etag:%22817-61255b4def73f%22	https://www.residentevil.com/village/assets/images/common/ps4_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/ps4_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:56	120342/120342	---M--	200	added ('OK')	image/png	etag:%221d616-61255b4e102b1%22	https://www.residentevil.com/village/assets/images/reverse_img.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/reverse_img.png	(from https://www.residentevil.com/village/en-asia/)
02:56:57	3151/3151	---M--	200	added ('OK')	image/png	etag:%22c4f-61255b4df1e4f%22	https://www.residentevil.com/village/assets/images/common/xboxseriesx_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/xboxseriesx_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:57	2900/2900	---M--	200	added ('OK')	image/png	etag:%22b54-61255b4df1e4f%22	https://www.residentevil.com/village/assets/images/common/xboxone_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/xboxone_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:58	2270/2270	---M--	200	added ('OK')	image/png	etag:%228de-61255b4df167f%22	https://www.residentevil.com/village/assets/images/common/steam_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/steam_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:58	3212/3212	---M-Z	200	added ('OK')	text/html	etag:%22c8c-61255b4e25a73-gzip%22	https://www.residentevil.com/village/en-asia/modal/dpi-framerate.html	E:/Httracks/FYP/www.residentevil.com/village/en-asia/modal/dpi-framerate.html	(from https://www.residentevil.com/village/en-asia/)
02:56:59	61346/61346	---M--	200	added ('OK')	image/png	etag:%22efa2-61255b4deb0ee%22	https://www.residentevil.com/village/assets/images/common/25th_logo.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/25th_logo.png	(from https://www.residentevil.com/village/en-asia/)
02:56:59	11604/11604	---M--	200	added ('OK')	image/jpeg	etag:%222d54-61255b4def73f%22	https://www.residentevil.com/village/assets/images/common/reengine_logo.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/reengine_logo.jpg	(from https://www.residentevil.com/village/en-asia/)
02:57:00	51127/51127	---M--	200	added ('OK')	image/jpeg	etag:%22c7b7-61255b4e13579%22	https://www.residentevil.com/village/assets/images/topics/portal_bnr-large.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/portal_bnr-large.jpg	(from https://www.residentevil.com/village/en-asia/)
02:57:00	20527/20527	---M--	200	added ('OK')	image/jpeg	etag:%22502f-61255b4e18782%22	https://www.residentevil.com/village/assets/images/topics/re4_bnr.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/re4_bnr.jpg	(from https://www.residentevil.com/village/en-asia/)
02:57:01	17551/17551	---M--	200	added ('OK')	image/jpeg	etag:%22448f-61255b4e0fec9%22	https://www.residentevil.com/village/assets/images/re7_bnr.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/re7_bnr.jpg	(from https://www.residentevil.com/village/en-asia/)
02:57:02	3753/3753	---M--	200	added ('OK')	image/png	etag:%22ea9-61255b4dec08e%22	https://www.residentevil.com/village/assets/images/common/gameplay-contsttl_line-t.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/gameplay-contsttl_line-t.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:02	26479/26479	---M--	200	added ('OK')	image/png	etag:%22676f-61255b4deb8be%22	https://www.residentevil.com/village/assets/images/common/btn_pattern.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/btn_pattern.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:02	3753/3753	---M--	200	added ('OK')	image/png	etag:%22ea9-61255b4debca6%22	https://www.residentevil.com/village/assets/images/common/gameplay-contsttl_line-b.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/gameplay-contsttl_line-b.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:03	404/404	---M--	200	added ('OK')	image/png	etag:%22194-61255b4deb8be%22	https://www.residentevil.com/village/assets/images/common/enclose_flame-sp.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/enclose_flame-sp.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:04	454/454	---M--	200	added ('OK')	image/png	etag:%221c6-61255b4deb8be%22	https://www.residentevil.com/village/assets/images/common/enclose_flame.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/enclose_flame.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:04	1165/1165	---M--	200	added ('OK')	image/png	etag:%2248d-61255b4dedfcf%22	https://www.residentevil.com/village/assets/images/common/loading_icon.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/loading_icon.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:04	129117/129117	---M--	200	added ('OK')	image/png	etag:%221f85d-61255b4dec85e%22	https://www.residentevil.com/village/assets/images/common/gnav_bg.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/gnav_bg.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:05	8330/8330	---M--	200	added ('OK')	image/jpeg	etag:%22208a-61255b4e06a58%22	https://www.residentevil.com/village/assets/images/page_bg-object-02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/page_bg-object-02.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:05	965611/965611	---M--	200	added ('OK')	image/png	etag:%22ebbeb-61255b4e06a58%22	https://www.residentevil.com/village/assets/images/page_bg-object-01.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/page_bg-object-01.png	(from https://www.residentevil.com/village/en-asia/)
02:57:06	306435/306435	---M--	200	added ('OK')	image/jpeg	etag:%224ad03-61255b4e04b18%22	https://www.residentevil.com/village/assets/images/page_bg-chara.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/page_bg-chara.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:08	144549/144549	---M--	200	added ('OK')	image/png	etag:%22234a5-61255b4e06a58%22	https://www.residentevil.com/village/assets/images/page_bg-overlay-sp.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/page_bg-overlay-sp.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:08	215037/215037	---M--	200	added ('OK')	image/jpeg	etag:%22347fd-61255b4def357%22	https://www.residentevil.com/village/assets/images/common/page_bg-product.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/page_bg-product.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:09	1918/1918	---M--	200	added ('OK')	image/png	etag:%2277e-61255b4deb8be%22	https://www.residentevil.com/village/assets/images/common/earth_icon.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/earth_icon.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:09	381202/381202	---M--	200	added ('OK')	image/png	etag:%225d112-61255b4e06e40%22	https://www.residentevil.com/village/assets/images/page_bg-overlay.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/page_bg-overlay.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:09	4282/4282	---M--	200	added ('OK')	image/png	etag:%2210ba-61255b4df1297%22	https://www.residentevil.com/village/assets/images/common/slider_btn-l.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/slider_btn-l.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:10	4190/4190	---M--	200	added ('OK')	image/png	etag:%22105e-61255b4df1297%22	https://www.residentevil.com/village/assets/images/common/slider_btn-r.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/slider_btn-r.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:10	9635/9635	---M--	200	added ('OK')	image/jpeg	etag:%2225a3-61255b4de7e26%22	https://www.residentevil.com/village/assets/images/character_btn-ethan-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-ethan-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:11	7849/7849	---M--	200	added ('OK')	image/jpeg	etag:%221ea9-61255b4de7a3e%22	https://www.residentevil.com/village/assets/images/character_btn-chris-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-chris-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:11	206578/206578	---M--	200	added ('OK')	image/jpeg	etag:%22326f2-61255b4deeb87%22	https://www.residentevil.com/village/assets/images/common/page_bg-layer.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/page_bg-layer.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:12	7537/7537	---M--	200	added ('OK')	image/jpeg	etag:%221d71-61255b4de7e26%22	https://www.residentevil.com/village/assets/images/character_btn-mia-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-mia-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:12	11242/11242	---M--	200	added ('OK')	image/jpeg	etag:%222bea-61255b4de820e%22	https://www.residentevil.com/village/assets/images/character_btn-rosemary-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-rosemary-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:12	9348/9348	---M--	200	added ('OK')	image/jpeg	etag:%222484-61255b4de7a3e%22	https://www.residentevil.com/village/assets/images/character_btn-duke-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-duke-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:14	10988/10988	---M--	200	added ('OK')	image/jpeg	etag:%222aec-61255b4de7e26%22	https://www.residentevil.com/village/assets/images/character_btn-heisenberg-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-heisenberg-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:14	9371/9371	---M--	200	added ('OK')	image/jpeg	etag:%22249b-61255b4de7a3e%22	https://www.residentevil.com/village/assets/images/character_btn-dimitrescu-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-dimitrescu-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:15	8136/8136	---M--	200	added ('OK')	image/jpeg	etag:%221fc8-61255b4de7e26%22	https://www.residentevil.com/village/assets/images/character_btn-houndwolf-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-houndwolf-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:16	5165/5165	---M--	200	added ('OK')	image/jpeg	etag:%22142d-61255b4de820e%22	https://www.residentevil.com/village/assets/images/character_btn-miranda-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-miranda-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:17	4260/4260	---M--	200	added ('OK')	image/jpeg	etag:%2210a4-61255b4de820e%22	https://www.residentevil.com/village/assets/images/character_btn-moreau-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-moreau-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:17	4970/4970	---M--	200	added ('OK')	image/jpeg	etag:%22136a-61255b4de7a3e%22	https://www.residentevil.com/village/assets/images/character_btn-dona-on.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/character_btn-dona-on.jpg	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:18	4585/4585	---M--	200	added ('OK')	image/png	etag:%2211e9-61255b4def357%22	https://www.residentevil.com/village/assets/images/common/plus_ic-w.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/plus_ic-w.png	(from https://www.residentevil.com/village/assets/css/style.css)
02:57:19	7011/7011	---M--	200	added ('OK')	image/jpeg	etag:%221b63-61255b4df167f%22	https://www.residentevil.com/village/assets/images/common/topics_bnr-label_bg-ge.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/topics_bnr-label_bg-ge.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:19	11265/11265	---M--	200	added ('OK')	image/jpeg	etag:%222c01-61255b4df1a67%22	https://www.residentevil.com/village/assets/images/common/topics_bnr-label_bg-vrmode.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/topics_bnr-label_bg-vrmode.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:20	33562/33562	---M--	200	added ('OK')	image/png	etag:%22831a-61255b4e11251%22	https://www.residentevil.com/village/assets/images/topics/cbt-period_bg.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/cbt-period_bg.png	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:21	47542/47542	---M--	200	added ('OK')	image/jpeg	etag:%22b9b6-61255b4de726e%22	https://www.residentevil.com/village/assets/images/about_bg-sp.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/about_bg-sp.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:23	92468/92468	---M--	200	added ('OK')	image/jpeg	etag:%2216934-61255b4de7656%22	https://www.residentevil.com/village/assets/images/about_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/about_bg.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:23	4922/4922	---M--	200	added ('OK')	image/png	etag:%22133a-61255b4def357%22	https://www.residentevil.com/village/assets/images/common/play_ic.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/play_ic.png	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:24	3894/3894	---M--	200	added ('OK')	image/png	etag:%22f36-61255b4defb27%22	https://www.residentevil.com/village/assets/images/common/reservation-ttl_line-t.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/reservation-ttl_line-t.png	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:24	3758/3758	---M--	200	added ('OK')	image/png	etag:%22eae-61255b4defb27%22	https://www.residentevil.com/village/assets/images/common/reservation-ttl_line-b.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/reservation-ttl_line-b.png	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:27	270973/270973	---M--	200	added ('OK')	image/jpeg	etag:%224227d-61255b4dff910%22	https://www.residentevil.com/village/assets/images/locations_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations_bg.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:27	175913/175913	---M--	200	added ('OK')	image/jpeg	etag:%222af29-61255b4e0fec9%22	https://www.residentevil.com/village/assets/images/product_bg.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/product_bg.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:27	1864/1864	---M--	200	added ('OK')	image/png	etag:%22748-61255b4deb8be%22	https://www.residentevil.com/village/assets/images/common/earth_icon-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/earth_icon-bk.png	(from https://www.residentevil.com/village/assets/css/local.css)
02:57:27	2882/2882	---M--	200	added ('OK')	image/png	etag:%22b42-61255b4def73f%22	https://www.residentevil.com/village/assets/images/common/ps5_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/ps5_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:28	3210/3210	---M--	200	added ('OK')	image/png	etag:%22c8a-61255b4def73f%22	https://www.residentevil.com/village/assets/images/common/ps4_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/ps4_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:30	4417/4417	---M--	200	added ('OK')	image/png	etag:%221141-61255b4df1e4f%22	https://www.residentevil.com/village/assets/images/common/xboxseriesx_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/xboxseriesx_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:30	4149/4149	---M--	200	added ('OK')	image/png	etag:%221035-61255b4df1e4f%22	https://www.residentevil.com/village/assets/images/common/xboxone_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/xboxone_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:31	3325/3325	---M--	200	added ('OK')	image/png	etag:%22cfd-61255b4df1297%22	https://www.residentevil.com/village/assets/images/common/steam_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/steam_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:31	4094/4094	---M--	200	added ('OK')	image/png	etag:%22ffe-61255b4df1297%22	https://www.residentevil.com/village/assets/images/common/stadia_logo-bk.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/common/stadia_logo-bk.png	(from https://www.residentevil.com/village/assets/css/state.css)
02:57:31	378262/378262	---M--	200	added ('OK')	image/jpeg	etag:%225c596-61255b4e0fae1%22	https://www.residentevil.com/village/assets/images/product_bg-sp.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/product_bg-sp.jpg	(from https://www.residentevil.com/village/assets/css/page/top.css)
02:57:32	57715/57715	---M-Z	200	added ('OK')	text/css	etag:%22e173-61255b4daf3e2-gzip%22	https://www.residentevil.com/village/assets/css/page/topics.css	E:/Httracks/FYP/www.residentevil.com/village/assets/css/page/topics.css	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:33	157434/157434	---M--	200	added ('OK')	image/jpeg	etag:%221676422340%22	https://img.youtube.com/vi/mddXUaYq1pU/maxresdefault.jpg	E:/Httracks/FYP/img.youtube.com/vi/mddXUaYq1pU/maxresdefault.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:33	100236/100236	---M--	200	added ('OK')	image/jpeg	etag:%221878c-61255b4e18782%22	https://www.residentevil.com/village/assets/images/topics/psvr2/ttl-re.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/ttl-re.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:34	209833/209833	---M--	200	added ('OK')	image/jpeg	etag:%22333a9-61255b4e158a2%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img01.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:37	447445/447445	---M--	200	added ('OK')	image/jpeg	etag:%226d3d5-61255b4e16072%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img03.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img03.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:38	310561/310561	---M--	200	added ('OK')	image/jpeg	etag:%224bd21-61255b4e16842%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img05.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img05.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:38	300311/300311	---M--	200	added ('OK')	image/jpeg	etag:%2249517-61255b4e15c8a%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img02.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:40	237110/237110	---M--	200	added ('OK')	image/jpeg	etag:%2239e36-61255b4e16c2a%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img06.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img06.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:40	241351/241351	---M--	200	added ('OK')	image/jpeg	etag:%223aec7-61255b4e17012%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img07.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img07.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:40	245149/245149	---M--	200	added ('OK')	image/jpeg	etag:%223bd9d-61255b4e1645a%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img04.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img04.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:42	159897/159897	---M--	200	added ('OK')	image/jpeg	etag:%2227099-61255b4e173fa%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img08.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img08.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:42	214123/214123	---M--	200	added ('OK')	image/jpeg	etag:%223446b-61255b4e177e2%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img09.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img09.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:42	138671/138671	---M--	200	added ('OK')	image/jpeg	etag:%2221daf-61255b4e17bca%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img10.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img10.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:44	138671/138671	---M--	200	added ('OK')	image/jpeg	etag:%2221daf-61255b4dde9b5%22	https://www.residentevil.com/village/assets/images-jp/topics/psvr2/img10.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images-jp/topics/psvr2/img10.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:46	209675/209675	---M--	200	added ('OK')	image/jpeg	etag:%223330b-61255b4e17fb2%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img11.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img11.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:46	204040/204040	---M--	200	added ('OK')	image/jpeg	etag:%2231d08-61255b4e1839a%22	https://www.residentevil.com/village/assets/images/topics/psvr2/img12.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/psvr2/img12.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
